r (Å)    Frequency for Cu-H
0.0150000000 0.0000000000
0.0450000000 0.0000000000
0.0750000000 0.0000000000
0.1050000000 0.0000000000
0.1350000000 0.0000000000
0.1650000000 0.0000000000
0.1950000000 0.0000000000
0.2250000000 0.0000000000
0.2550000000 0.0000000000
0.2850000000 0.0000000000
0.3150000000 0.0000000000
0.3450000000 0.0000000000
0.3750000000 0.0000000000
0.4050000000 0.0000000000
0.4350000000 0.0000000000
0.4650000000 0.0000000000
0.4950000000 0.0000000000
0.5250000000 0.0000000000
0.5550000000 0.0000000000
0.5850000000 0.0000000000
0.6150000000 0.0000000000
0.6450000000 0.0000000000
0.6750000000 0.0000000000
0.7050000000 0.0000000000
0.7350000000 0.0000000000
0.7650000000 0.0000000000
0.7950000000 0.0000000000
0.8250000000 0.0000000000
0.8550000000 0.0000000000
0.8850000000 0.0000000000
0.9150000000 0.0000000000
0.9450000000 0.0000000000
0.9750000000 0.0000000000
1.0050000000 0.0000000000
1.0350000000 0.0000000000
1.0650000000 0.0000000000
1.0950000000 0.0000000000
1.1250000000 0.0000000000
1.1550000000 0.0000000000
1.1850000000 0.0000000000
1.2150000000 0.0000000000
1.2450000000 0.0000000000
1.2750000000 0.0000000000
1.3050000000 0.0000000000
1.3350000000 0.0000000000
1.3650000000 0.0000000000
1.3950000000 0.0000000000
1.4250000000 0.0000000000
1.4550000000 0.0000000000
1.4850000000 0.0000000000
1.5150000000 0.0000000000
1.5450000000 0.0000000000
1.5750000000 0.0000000000
1.6050000000 0.0000000000
1.6350000000 0.0000000000
1.6650000000 0.0000000000
1.6950000000 0.0000000000
1.7250000000 0.0000000000
1.7550000000 0.0000000000
1.7850000000 0.0000000000
1.8150000000 1.0000000000
1.8450000000 2.0000000000
1.8750000000 3.0000000000
1.9050000000 5.0000000000
1.9350000000 11.0000000000
1.9650000000 20.0000000000
1.9950000000 49.0000000000
2.0250000000 62.0000000000
2.0550000000 84.0000000000
2.0850000000 159.0000000000
2.1150000000 170.0000000000
2.1450000000 282.0000000000
2.1750000000 360.0000000000
2.2050000000 484.0000000000
2.2350000000 665.0000000000
2.2650000000 873.0000000000
2.2950000000 1071.0000000000
2.3250000000 1355.0000000000
2.3550000000 1786.0000000000
2.3850000000 2152.0000000000
2.4150000000 2488.0000000000
2.4450000000 2841.0000000000
2.4750000000 3142.0000000000
2.5050000000 3521.0000000000
2.5350000000 3848.0000000000
2.5650000000 3994.0000000000
2.5950000000 4347.0000000000
2.6250000000 4539.0000000000
2.6550000000 4833.0000000000
2.6850000000 4878.0000000000
2.7150000000 5059.0000000000
2.7450000000 5090.0000000000
2.7750000000 4977.0000000000
2.8050000000 5039.0000000000
2.8350000000 5173.0000000000
2.8650000000 5014.0000000000
2.8950000000 5113.0000000000
2.9250000000 5024.0000000000
2.9550000000 4928.0000000000
2.9850000000 4906.0000000000
