# Cu-O-H_Angle (degrees) Probability_Density
    0.0000    0.0000000000
    0.4511    0.0000000000
    0.9023    0.0000000000
    1.3534    0.0000000000
    1.8045    0.0000000000
    2.2556    0.0000000000
    2.7068    0.0000000000
    3.1579    0.0000000000
    3.6090    0.0000000000
    4.0602    0.0000000000
    4.5113    0.0000000000
    4.9624    0.0000000000
    5.4135    0.0000000000
    5.8647    0.0000000000
    6.3158    0.0000000000
    6.7669    0.0000000000
    7.2180    0.0000000000
    7.6692    0.0000000000
    8.1203    0.0000000000
    8.5714    0.0000000000
    9.0226    0.0000000000
    9.4737    0.0000000000
    9.9248    0.0000000000
   10.3759    0.0000000000
   10.8271    0.0000000000
   11.2782    0.0000000000
   11.7293    0.0000000000
   12.1805    0.0000000000
   12.6316    0.0000000000
   13.0827    0.0000000000
   13.5338    0.0000000000
   13.9850    0.0000000000
   14.4361    0.0000000000
   14.8872    0.0000000000
   15.3383    0.0000000000
   15.7895    0.0000000000
   16.2406    0.0000000000
   16.6917    0.0000000000
   17.1429    0.0000000000
   17.5940    0.0000000000
   18.0451    0.0000000000
   18.4962    0.0000000000
   18.9474    0.0000000000
   19.3985    0.0000000000
   19.8496    0.0000000000
   20.3008    0.0000000000
   20.7519    0.0000000000
   21.2030    0.0000000000
   21.6541    0.0000000000
   22.1053    0.0000000000
   22.5564    0.0000000000
   23.0075    0.0000000000
   23.4586    0.0000000000
   23.9098    0.0000000000
   24.3609    0.0000000000
   24.8120    0.0000000000
   25.2632    0.0000000000
   25.7143    0.0000000000
   26.1654    0.0000000000
   26.6165    0.0000000000
   27.0677    0.0000000000
   27.5188    0.0000000000
   27.9699    0.0000000000
   28.4211    0.0000000000
   28.8722    0.0000000000
   29.3233    0.0000000000
   29.7744    0.0000000000
   30.2256    0.0000000000
   30.6767    0.0000000000
   31.1278    0.0000000000
   31.5789    0.0000000000
   32.0301    0.0000000000
   32.4812    0.0000000000
   32.9323    0.0000000000
   33.3835    0.0000000000
   33.8346    0.0000000000
   34.2857    0.0000000000
   34.7368    0.0000000000
   35.1880    0.0000000000
   35.6391    0.0000000000
   36.0902    0.0000000000
   36.5414    0.0000000000
   36.9925    0.0000000000
   37.4436    0.0000000001
   37.8947    0.0000000001
   38.3459    0.0000000004
   38.7970    0.0000000009
   39.2481    0.0000000021
   39.6992    0.0000000047
   40.1504    0.0000000101
   40.6015    0.0000000208
   41.0526    0.0000000411
   41.5038    0.0000000776
   41.9549    0.0000001404
   42.4060    0.0000002434
   42.8571    0.0000004043
